transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns
VS_0196,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0197,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0198,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0199,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0200,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0201,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0202,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,21
VS_0203,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0204,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0205,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0206,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0207,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0208,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0209,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0210,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0211,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0212,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0213,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0214,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0215,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0216,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0217,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0218,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0219,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0220,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0221,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0222,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0223,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/NCBA,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0224,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0225,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0226,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0227,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0228,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0229,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0230,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0231,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0232,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0233,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0234,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0235,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0236,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0237,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0238,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0239,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0240,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0241,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0242,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,21
VS_0243,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Kuda,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0244,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0245,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0246,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0247,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0248,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0249,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0250,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0251,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0252,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0253,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0254,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Emirates NBD,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0255,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0256,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0257,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/RAKBANK,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0258,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,21
VS_0259,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0260,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0261,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0262,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0263,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Emirates NBD,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0264,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0265,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0266,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,21
VS_0267,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/OPay,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0268,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Absa Kenya,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0269,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0270,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0271,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/KCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0272,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0273,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/Moniepoint,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,15
VS_0274,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0275,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/Mashreq Neo,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0276,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0277,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0278,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Gulf/UAE/ADCB,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0279,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Nigeria/GTBank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,19
VS_0280,volume,RESOLVED_SUPPORT,failed_transaction_resolved,Kenya/Equity Bank,resolved,anxious -> reassured,neutral_positive_throughout,failed_transaction,17
VS_0281,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Chowdeck,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0282,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Absa Kenya,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0283,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Mashreq Neo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0284,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Kuda,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0285,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0286,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/ADCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0287,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Chowdeck,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0288,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0289,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0290,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/GTBank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0291,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0292,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Talabat,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0293,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/OPay,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0294,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Equity Bank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0295,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Mashreq Neo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0296,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0297,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0298,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0299,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/GTBank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0300,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Absa Kenya,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0301,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0302,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0303,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Absa Kenya,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0304,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0305,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0306,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/NCBA,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0307,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Emirates NBD,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0308,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/OPay,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0309,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Equity Bank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0310,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0311,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0312,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt Food,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0313,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/RAKBANK,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0314,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/GTBank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0315,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0316,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/ADCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0317,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0318,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0319,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Mashreq Neo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0320,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Chowdeck,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0321,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0322,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Mashreq Neo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0323,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Kuda,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0324,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt Food,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0325,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Deliveroo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0326,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0327,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0328,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0329,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0330,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/NCBA,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0331,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Talabat,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0332,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0333,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/NCBA,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0334,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0335,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0336,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0337,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0338,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0339,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt Food,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0340,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Talabat,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0341,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0342,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0343,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0344,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0345,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0346,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0347,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/OPay,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0348,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0349,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Mashreq Neo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0350,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Kuda,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0351,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0352,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0353,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0354,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/NCBA,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0355,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0356,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/OPay,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0357,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0358,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Talabat,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0359,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0360,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Equity Bank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0361,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/ADCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0362,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0363,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt Food,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0364,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0365,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/GTBank,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0366,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/NCBA,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0367,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Emirates NBD,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0368,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/InDrive,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0369,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0370,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0371,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Kuda,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0372,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/KCB,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0373,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Careem,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
