transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0531,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/InDrive,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,0.2722,0.0349,-0.2374,0.2264,-0.4404,-0.0926,loan_escalation,0.4055,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,55.86,11.27,66.67,25.68,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0532,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.064,-0.0985,-0.0345,0.209,-0.4404,-0.2028,service_complaint,0.2895,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,70.37,7.83,83.33,31.01,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0533,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0626,0.1576,0.209,-0.4404,-0.2374,loan_escalation,0.4523,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,7.83,83.33,35.13,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0534,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.064,-0.0626,0.0014,0.209,-0.4404,-0.1984,kyc_verification,0.3496,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,7.83,83.33,31.78,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0535,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0762,0.144,0.209,-0.4404,-0.2418,loan_escalation,0.4046,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,83.12,7.83,83.33,34.84,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0536,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0626,0.1576,0.2182,-0.4404,-0.2374,loan_escalation,0.4671,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,9.65,83.33,35.49,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0537,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.064,-0.0626,0.0014,0.209,-0.4404,-0.1984,kyc_verification,0.2715,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,7.83,83.33,31.78,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0538,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.1591,-0.0985,0.0606,0.209,-0.4404,-0.2266,loan_escalation,0.3518,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,77.16,7.83,83.33,33.05,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0539,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0985,0.1218,0.226,-0.4404,-0.215,loan_escalation,0.4518,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,11.19,66.67,33.37,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0540,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/GTBank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.0129,0.0349,0.0478,0.2174,-0.4404,-0.1755,loan_escalation,0.4579,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,76.25,9.49,83.33,33.11,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0541,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.064,-0.0762,-0.0122,0.209,-0.4404,-0.2028,loan_escalation,0.2643,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,71.96,7.83,83.33,31.49,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0542,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.1591,-0.0626,0.0965,0.1694,-0.4404,-0.1975,loan_escalation,0.4089,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,79.73,0.0,66.67,30.59,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0543,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Kuda,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.0129,-0.0626,-0.0497,0.2253,-0.4404,-0.165,loan_escalation,0.4505,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,69.28,11.05,66.67,29.66,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0544,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Absa Kenya,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.0129,-0.0762,-0.0633,0.2174,-0.4404,-0.19,loan_escalation,0.4492,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,68.31,9.49,83.33,30.72,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0545,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Deliveroo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.064,-0.0626,0.0014,0.2177,-0.4404,-0.1763,service_complaint,0.3557,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,9.55,66.67,30.46,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0546,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,0.0,-0.0626,-0.0626,0.2177,-0.4404,-0.1621,loan_escalation,0.3997,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,68.36,9.55,66.67,29.08,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0547,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.064,-0.0985,-0.0345,0.209,-0.4404,-0.2028,loan_escalation,0.3161,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,70.37,7.83,83.33,31.01,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0548,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/RAKBANK,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0985,0.1218,0.209,-0.4404,-0.2418,loan_escalation,0.4951,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,7.83,83.33,34.36,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0549,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.064,-0.0626,0.0014,0.1694,-0.4404,-0.1763,loan_escalation,0.3088,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,0.0,66.67,28.55,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0550,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.1591,-0.0626,0.0965,0.1694,-0.4404,-0.1975,loan_escalation,0.3823,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,79.73,0.0,66.67,30.59,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0551,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.1591,-0.0985,0.0606,0.1694,-0.4404,-0.2014,loan_escalation,0.4038,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,77.16,0.0,66.67,29.82,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0552,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/InDrive,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.1591,-0.0626,0.0965,0.209,-0.4404,-0.2222,kyc_verification,0.3674,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,79.73,7.83,83.33,33.82,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0553,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0985,0.1218,0.2177,-0.4404,-0.215,loan_escalation,0.4597,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,9.55,66.67,33.04,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0554,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Deliveroo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,0.1591,-0.0626,-0.2217,0.2174,-0.4404,-0.1426,service_complaint,0.2935,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,56.99,9.49,83.33,27.33,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0555,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Kuda,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0626,0.1576,0.2177,-0.4404,-0.2111,loan_escalation,0.4187,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,9.55,66.67,33.81,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0556,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Absa Kenya,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0762,0.144,0.209,-0.4404,-0.2418,loan_escalation,0.4592,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,83.12,7.83,83.33,34.84,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0557,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0626,0.1576,0.2177,-0.4404,-0.2111,loan_escalation,0.4967,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,9.55,66.67,33.81,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0558,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21,-0.064,-0.0626,0.0014,0.1809,-0.4404,-0.1587,service_complaint,0.3651,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,2.27,50.0,27.33,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0559,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.1591,-0.0762,0.0829,0.209,-0.4404,-0.2266,loan_escalation,0.3679,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,78.76,7.83,83.33,33.53,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0560,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Talabat,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.064,-0.0985,-0.0345,0.1694,-0.4404,-0.1802,loan_escalation,0.3016,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,70.37,0.0,66.67,27.78,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
VS_0561,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Moniepoint,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4642,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0562,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4015,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0563,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/ADCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4891,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0564,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4704,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0565,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4524,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0566,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/RAKBANK,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.3982,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0567,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Kuda,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,21,0.201,0.4074,0.2064,0.4656,-0.34,0.1443,kyc_verification,0.4696,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,58.57,50.0,82.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0568,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4141,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0569,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.4117,0.4074,-0.0043,0.4799,-0.34,0.2331,kyc_verification,0.51,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,72.53,61.4,83.33,82.37,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0570,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/OPay,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4214,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0571,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.4479,0.4074,-0.0405,0.4812,-0.34,0.2421,kyc_verification,0.4735,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,69.94,61.66,83.33,81.65,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0572,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/ADCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.4479,0.4074,-0.0405,0.4812,-0.34,0.2421,kyc_verification,0.4833,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,69.94,61.66,83.33,81.65,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0573,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Moniepoint,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,21,0.4117,0.4074,-0.0043,0.4725,-0.34,0.1864,kyc_verification,0.4548,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,72.53,59.94,50.0,78.74,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0574,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.3597,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0575,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4953,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0576,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Kuda,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4444,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0577,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/NCBA,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4471,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0578,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/RAKBANK,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.5056,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0579,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/OPay,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4245,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0580,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.3974,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0581,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/RAKBANK,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.4479,0.4074,-0.0405,0.4812,-0.34,0.2421,kyc_verification,0.49,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,69.94,61.66,83.33,81.65,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0582,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.4117,0.4074,-0.0043,0.4817,-0.34,0.2072,kyc_verification,0.489,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,72.53,61.76,66.67,80.78,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0583,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Equity Bank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.3937,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
